,age,gender,time_available,route_type,price,difficulty,accompaniment,transport,selection_map
26584,18-35,Mujer,3 - 4,Historica,Gratis,Baja,Pareja,Pie,6
26585,35-45,Hombre,3 - 4,Historica,Gratis,Alta,Familia,Pie,14
26586,+45,Mujer,1 - 2,Turistica,Gratis,Alta,Solo,Pie,21
26587,35-45,Mujer,1 - 2,Turistica,Gratis,Alta,Pareja,Pie,3
26588,35-45,Mujer,3 - 4,Historica,Gratis,Baja,Familia,Pie,11
26589,18-35,Hombre,3 - 4,Historica,1-50 Euros,Baja,Pareja,Bicicleta,6
26590,18-35,Mujer,1 - 2,Historica,1-50 Euros,Alta,Familia,Pie,16
26591,18-35,Hombre,7 - 8,Patrimonio,Gratis,Baja,Pareja,Bicicleta,14
26592,35-45,Hombre,1 - 2,Historica,1-50 Euros,Alta,Pareja,Bicicleta,22
26593,35-45,Prefiero no decirlo,1 - 2,Turistica,1-50 Euros,Baja,Pareja,Pie,9
26594,18-35,Hombre,3 - 4,Historica,1-50 Euros,Baja,Solo,Bicicleta,11
26595,35-45,Hombre,1 - 2,Historica,1-50 Euros,Baja,Pareja,Pie,13
26596,18-35,Hombre,3 - 4,Turistica,+50 Euros,Baja,Solo,Bicicleta,17
26597,35-45,Hombre,1 - 2,Turistica,1-50 Euros,Baja,Pareja,Pie,3
26598,35-45,Mujer,1 - 2,Literaria,Gratis,Alta,Familia,Bicicleta,15
26599,18-35,Hombre,5 - 6,Turistica,+50 Euros,Alta,Pareja,Pie,20
26600,18-35,Hombre,3 - 4,Literaria,Gratis,Baja,Pareja,Pie,9
26601,18-35,Hombre,5 - 6,Historica,1-50 Euros,Alta,Pareja,Bicicleta,19
26602,18-35,Mujer,3 - 4,Literaria,Gratis,Baja,Pareja,Bicicleta,20
26603,18-35,Hombre,7 - 8,Patrimonio,Gratis,Alta,Pareja,Bicicleta,16
26604,18-35,Mujer,1 - 2,Literaria,1-50 Euros,Baja,Solo,Bicicleta,17
26605,35-45,Mujer,3 - 4,Historica,Gratis,Baja,Pareja,Bicicleta,14
26606,18-35,Hombre,7 - 8,Historica,Gratis,Alta,Pareja,Bicicleta,13
26607,18-35,Mujer,1 - 2,Turistica,Gratis,Baja,Familia,Pie,1
26608,+45,Hombre,7 - 8,Turistica,Gratis,Alta,Familia,Pie,10
26609,18-35,Hombre,1 - 2,Literaria,Gratis,Alta,Familia,Bicicleta,9
26610,+45,Mujer,1 - 2,Literaria,Gratis,Alta,Solo,Pie,8
26611,+45,Hombre,3 - 4,Turistica,Gratis,Alta,Familia,Pie,22
26612,+45,Mujer,1 - 2,Historica,Gratis,Alta,Familia,Pie,12
26613,+45,Hombre,3 - 4,Turistica,Gratis,Alta,Pareja,Pie,16
26614,18-35,Hombre,3 - 4,Turistica,1-50 Euros,Baja,Pareja,Bicicleta,8
26615,18-35,Mujer,3 - 4,Literaria,+50 Euros,Baja,Pareja,Bicicleta,6
26616,35-45,Hombre,7 - 8,Historica,1-50 Euros,Alta,Solo,Bicicleta,4
26617,35-45,Mujer,1 - 2,Historica,Gratis,Baja,Familia,Pie,22
26618,35-45,Hombre,1 - 2,Turistica,1-50 Euros,Alta,Pareja,Bicicleta,10
26619,18-35,Mujer,1 - 2,Literaria,Gratis,Baja,Pareja,Bicicleta,18
26620,35-45,Hombre,1 - 2,Turistica,Gratis,Baja,Solo,Pie,9
26621,35-45,Prefiero no decirlo,1 - 2,Turistica,1-50 Euros,Alta,Familia,Pie,3
26622,18-35,Mujer,7 - 8,Historica,Gratis,Baja,Pareja,Pie,21
26623,18-35,Hombre,7 - 8,Turistica,1-50 Euros,Alta,Pareja,Pie,11
26624,35-45,Prefiero no decirlo,1 - 2,Historica,Gratis,Baja,Pareja,Pie,15
26625,18-35,Hombre,5 - 6,Historica,1-50 Euros,Alta,Pareja,Bicicleta,6
26626,18-35,Mujer,3 - 4,Turistica,Gratis,Baja,Pareja,Bicicleta,4
26627,35-45,Hombre,1 - 2,Turistica,1-50 Euros,Alta,Pareja,Bicicleta,22
26628,18-35,Mujer,3 - 4,Turistica,Gratis,Baja,Pareja,Bicicleta,1
26629,18-35,Hombre,5 - 6,Historica,1-50 Euros,Baja,Pareja,Bicicleta,5
26630,18-35,Hombre,1 - 2,Historica,1-50 Euros,Baja,Pareja,Pie,1
26631,35-45,Hombre,3 - 4,Turistica,Gratis,Alta,Solo,Bicicleta,19
26632,35-45,Hombre,1 - 2,Turistica,1-50 Euros,Alta,Pareja,Bicicleta,17
26633,18-35,Hombre,1 - 2,Turistica,+50 Euros,Baja,Solo,Pie,4
26634,18-35,Hombre,3 - 4,Historica,Gratis,Baja,Pareja,Bicicleta,14
26635,18-35,Hombre,1 - 2,Turistica,1-50 Euros,Baja,Solo,Pie,12
26636,18-35,Hombre,3 - 4,Turistica,Gratis,Baja,Pareja,Pie,12
26637,18-35,Prefiero no decirlo,1 - 2,Literaria,1-50 Euros,Alta,Pareja,Pie,20
26638,35-45,Hombre,7 - 8,Literaria,Gratis,Alta,Familia,Bicicleta,21
26639,35-45,Prefiero no decirlo,1 - 2,Turistica,1-50 Euros,Baja,Pareja,Pie,12
26640,18-35,Hombre,1 - 2,Turistica,+50 Euros,Baja,Pareja,Bicicleta,5
26641,18-35,Prefiero no decirlo,3 - 4,Turistica,1-50 Euros,Baja,Solo,Pie,7
26642,35-45,Hombre,7 - 8,Turistica,1-50 Euros,Alta,Solo,Pie,11
26643,+45,Mujer,1 - 2,Literaria,Gratis,Alta,Familia,Pie,20
26644,+45,Hombre,3 - 4,Historica,Gratis,Alta,Solo,Pie,21
26645,35-45,Hombre,1 - 2,Historica,Gratis,Alta,Pareja,Bicicleta,2
26646,35-45,Mujer,1 - 2,Turistica,Gratis,Alta,Pareja,Pie,7
26647,35-45,Mujer,1 - 2,Turistica,Gratis,Baja,Solo,Pie,11
26648,18-35,Mujer,1 - 2,Turistica,1-50 Euros,Alta,Solo,Pie,19
26649,18-35,Mujer,3 - 4,Historica,1-50 Euros,Baja,Pareja,Pie,20
26650,35-45,Hombre,7 - 8,Turistica,Gratis,Alta,Pareja,Pie,9
26651,18-35,Mujer,3 - 4,Literaria,Gratis,Alta,Pareja,Pie,8
26652,35-45,Mujer,1 - 2,Historica,1-50 Euros,Baja,Pareja,Bicicleta,3
26653,18-35,Hombre,1 - 2,Turistica,1-50 Euros,Alta,Solo,Pie,22
26654,18-35,Prefiero no decirlo,1 - 2,Turistica,1-50 Euros,Alta,Familia,Pie,12
26655,18-35,Hombre,7 - 8,Turistica,1-50 Euros,Alta,Pareja,Bicicleta,15
26656,18-35,Mujer,1 - 2,Historica,1-50 Euros,Alta,Pareja,Pie,12
26657,35-45,Hombre,3 - 4,Turistica,1-50 Euros,Baja,Familia,Pie,6
26658,18-35,Hombre,3 - 4,Historica,Gratis,Baja,Pareja,Bicicleta,23
26659,18-35,Hombre,7 - 8,Turistica,Gratis,Alta,Pareja,Pie,7
26660,35-45,Mujer,1 - 2,Turistica,Gratis,Alta,Pareja,Bicicleta,21
26661,35-45,Hombre,3 - 4,Literaria,Gratis,Alta,Pareja,Pie,12
26662,35-45,Mujer,7 - 8,Literaria,Gratis,Alta,Pareja,Pie,10
26663,18-35,Hombre,7 - 8,Turistica,Gratis,Alta,Pareja,Pie,16
26664,+45,Mujer,3 - 4,Historica,+50 Euros,Alta,Pareja,Bicicleta,2
26665,+45,Hombre,3 - 4,Historica,Gratis,Alta,Solo,Bicicleta,12
26666,18-35,Hombre,3 - 4,Turistica,Gratis,Alta,Solo,Pie,14
26667,18-35,Hombre,1 - 2,Historica,Gratis,Baja,Solo,Pie,9
26668,18-35,Hombre,3 - 4,Turistica,1-50 Euros,Baja,Pareja,Pie,6
26669,18-35,Hombre,3 - 4,Literaria,Gratis,Baja,Pareja,Bicicleta,21
26670,35-45,Hombre,7 - 8,Literaria,Gratis,Baja,Pareja,Pie,4
26671,18-35,Hombre,3 - 4,Historica,Gratis,Alta,Pareja,Pie,3
26672,35-45,Hombre,3 - 4,Historica,1-50 Euros,Baja,Pareja,Bicicleta,14
26673,18-35,Hombre,7 - 8,Historica,1-50 Euros,Baja,Solo,Bicicleta,15
26674,18-35,Mujer,1 - 2,Turistica,Gratis,Alta,Solo,Pie,12
26675,35-45,Mujer,1 - 2,Historica,Gratis,Alta,Solo,Pie,14
26676,35-45,Mujer,1 - 2,Historica,1-50 Euros,Baja,Familia,Pie,22
26677,18-35,Mujer,7 - 8,Turistica,+50 Euros,Alta,Familia,Pie,16
26678,18-35,Hombre,3 - 4,Turistica,Gratis,Baja,Solo,Pie,20
26679,35-45,Mujer,1 - 2,Historica,1-50 Euros,Baja,Familia,Pie,2
26680,18-35,Mujer,7 - 8,Historica,1-50 Euros,Baja,Solo,Bicicleta,0
26681,35-45,Hombre,7 - 8,Historica,Gratis,Baja,Solo,Pie,14
26682,18-35,Hombre,1 - 2,Turistica,1-50 Euros,Baja,Pareja,Pie,6
26683,35-45,Hombre,3 - 4,Turistica,+50 Euros,Baja,Pareja,Pie,15
26684,+45,Mujer,3 - 4,Turistica,Gratis,Alta,Solo,Pie,18
26685,35-45,Hombre,1 - 2,Literaria,Gratis,Alta,Pareja,Bicicleta,12
26686,18-35,Hombre,3 - 4,Historica,Gratis,Baja,Pareja,Bicicleta,11
26687,18-35,Hombre,5 - 6,Historica,Gratis,Baja,Pareja,Bicicleta,1
26688,35-45,Hombre,1 - 2,Turistica,Gratis,Alta,Solo,Pie,10
26689,18-35,Hombre,1 - 2,Historica,Gratis,Alta,Solo,Bicicleta,22
26690,35-45,Hombre,1 - 2,Literaria,1-50 Euros,Baja,Pareja,Pie,13
26691,18-35,Hombre,1 - 2,Turistica,1-50 Euros,Baja,Solo,Pie,9
26692,18-35,Mujer,1 - 2,Historica,+50 Euros,Alta,Solo,Pie,17
26693,35-45,Mujer,7 - 8,Turistica,Gratis,Baja,Solo,Pie,13
26694,35-45,Hombre,3 - 4,Turistica,Gratis,Baja,Solo,Pie,16
26695,35-45,Hombre,1 - 2,Turistica,1-50 Euros,Baja,Solo,Bicicleta,14
26696,35-45,Mujer,1 - 2,Historica,Gratis,Alta,Solo,Pie,0
26697,35-45,Hombre,5 - 6,Turistica,1-50 Euros,Baja,Solo,Pie,9
26698,18-35,Mujer,1 - 2,Turistica,Gratis,Baja,Solo,Bicicleta,4
26699,18-35,Mujer,1 - 2,Turistica,Gratis,Baja,Solo,Pie,12
26700,18-35,Mujer,3 - 4,Turistica,Gratis,Baja,Pareja,Bicicleta,20
26701,+45,Mujer,3 - 4,Historica,Gratis,Alta,Solo,Pie,6
26702,35-45,Hombre,3 - 4,Historica,1-50 Euros,Baja,Pareja,Pie,5
26703,35-45,Hombre,1 - 2,Historica,Gratis,Baja,Solo,Pie,16
26704,35-45,Mujer,3 - 4,Turistica,Gratis,Baja,Solo,Pie,1
26705,18-35,Prefiero no decirlo,1 - 2,Turistica,Gratis,Baja,Familia,Bicicleta,11
26706,35-45,Hombre,3 - 4,Patrimonio,Gratis,Alta,Pareja,Bicicleta,22
26707,18-35,Hombre,1 - 2,Turistica,1-50 Euros,Baja,Solo,Bicicleta,12
26708,18-35,Hombre,1 - 2,Historica,Gratis,Alta,Familia,Bicicleta,21
26709,+45,Hombre,3 - 4,Literaria,1-50 Euros,Alta,Solo,Bicicleta,10
26710,18-35,Hombre,7 - 8,Historica,1-50 Euros,Baja,Pareja,Pie,9
26711,35-45,Hombre,5 - 6,Patrimonio,Gratis,Alta,Pareja,Pie,16
26712,35-45,Hombre,3 - 4,Turistica,1-50 Euros,Alta,Solo,Bicicleta,8
26713,18-35,Mujer,7 - 8,Turistica,Gratis,Alta,Pareja,Pie,12
26714,35-45,Prefiero no decirlo,3 - 4,Literaria,Gratis,Alta,Pareja,Pie,21
26715,18-35,Mujer,3 - 4,Patrimonio,Gratis,Alta,Solo,Bicicleta,19
26716,18-35,Hombre,1 - 2,Turistica,Gratis,Baja,Solo,Pie,15
26717,35-45,Hombre,3 - 4,Turistica,1-50 Euros,Baja,Solo,Bicicleta,12
26718,35-45,Mujer,1 - 2,Literaria,Gratis,Baja,Pareja,Pie,0
26719,35-45,Mujer,3 - 4,Literaria,Gratis,Baja,Pareja,Pie,0
26720,+45,Mujer,1 - 2,Turistica,1-50 Euros,Alta,Familia,Pie,13
26721,18-35,Mujer,3 - 4,Turistica,+50 Euros,Alta,Pareja,Pie,20
26722,18-35,Mujer,1 - 2,Historica,Gratis,Baja,Pareja,Pie,5
26723,35-45,Mujer,1 - 2,Historica,1-50 Euros,Baja,Pareja,Bicicleta,16
26724,35-45,Prefiero no decirlo,3 - 4,Historica,Gratis,Baja,Pareja,Bicicleta,9
26725,35-45,Mujer,1 - 2,Turistica,Gratis,Alta,Familia,Pie,12
26726,35-45,Mujer,1 - 2,Turistica,1-50 Euros,Alta,Solo,Pie,20
26727,+45,Hombre,1 - 2,Turistica,Gratis,Baja,Familia,Pie,12
26728,18-35,Hombre,3 - 4,Literaria,Gratis,Baja,Familia,Pie,16
26729,18-35,Hombre,3 - 4,Patrimonio,1-50 Euros,Alta,Solo,Bicicleta,21
26730,+45,Hombre,3 - 4,Turistica,1-50 Euros,Alta,Familia,Pie,15
26731,35-45,Mujer,7 - 8,Historica,1-50 Euros,Alta,Solo,Bicicleta,6
26732,18-35,Prefiero no decirlo,3 - 4,Historica,+50 Euros,Baja,Solo,Bicicleta,2
26733,35-45,Hombre,7 - 8,Historica,Gratis,Baja,Familia,Pie,1
26734,35-45,Prefiero no decirlo,1 - 2,Literaria,Gratis,Baja,Solo,Pie,1
26735,35-45,Hombre,3 - 4,Turistica,1-50 Euros,Baja,Solo,Pie,0
26736,18-35,Mujer,1 - 2,Turistica,Gratis,Baja,Pareja,Pie,13
26737,18-35,Hombre,3 - 4,Historica,1-50 Euros,Baja,Pareja,Pie,9
26738,18-35,Hombre,3 - 4,Historica,1-50 Euros,Baja,Solo,Pie,15
26739,18-35,Hombre,1 - 2,Turistica,1-50 Euros,Baja,Pareja,Pie,21
26740,18-35,Mujer,1 - 2,Turistica,1-50 Euros,Baja,Solo,Pie,11
26741,35-45,Mujer,1 - 2,Historica,1-50 Euros,Baja,Solo,Pie,13
26742,18-35,Hombre,3 - 4,Historica,+50 Euros,Baja,Pareja,Bicicleta,1
26743,35-45,Hombre,1 - 2,Historica,Gratis,Alta,Solo,Bicicleta,13
26744,35-45,Hombre,1 - 2,Turistica,1-50 Euros,Baja,Pareja,Bicicleta,10
26745,+45,Hombre,3 - 4,Historica,Gratis,Baja,Pareja,Pie,8
26746,18-35,Prefiero no decirlo,3 - 4,Turistica,Gratis,Baja,Pareja,Pie,3
26747,35-45,Hombre,3 - 4,Historica,1-50 Euros,Baja,Solo,Pie,9
26748,18-35,Hombre,7 - 8,Literaria,1-50 Euros,Baja,Solo,Bicicleta,19
26749,35-45,Hombre,1 - 2,Turistica,Gratis,Baja,Solo,Bicicleta,14
26750,18-35,Hombre,1 - 2,Historica,Gratis,Alta,Familia,Pie,7
26751,35-45,Hombre,7 - 8,Turistica,1-50 Euros,Baja,Solo,Bicicleta,14
26752,35-45,Hombre,7 - 8,Turistica,Gratis,Baja,Pareja,Pie,2
26753,18-35,Mujer,3 - 4,Turistica,Gratis,Alta,Pareja,Pie,13
26754,35-45,Hombre,7 - 8,Turistica,1-50 Euros,Baja,Pareja,Pie,11
26755,18-35,Hombre,1 - 2,Historica,Gratis,Baja,Pareja,Pie,10
26756,18-35,Hombre,3 - 4,Literaria,1-50 Euros,Baja,Pareja,Pie,10
26757,+45,Hombre,1 - 2,Historica,Gratis,Alta,Solo,Pie,5
26758,35-45,Hombre,1 - 2,Literaria,Gratis,Baja,Solo,Bicicleta,19
26759,18-35,Mujer,1 - 2,Historica,Gratis,Baja,Solo,Pie,13
26760,18-35,Hombre,1 - 2,Turistica,1-50 Euros,Baja,Pareja,Bicicleta,1
26761,18-35,Mujer,1 - 2,Turistica,Gratis,Baja,Familia,Bicicleta,1
26762,35-45,Mujer,3 - 4,Turistica,1-50 Euros,Alta,Solo,Bicicleta,23
26763,18-35,Mujer,3 - 4,Turistica,Gratis,Baja,Pareja,Pie,0
26764,18-35,Hombre,3 - 4,Turistica,1-50 Euros,Alta,Pareja,Pie,11
26765,35-45,Hombre,7 - 8,Patrimonio,Gratis,Alta,Pareja,Bicicleta,17
26766,18-35,Hombre,3 - 4,Historica,Gratis,Alta,Solo,Pie,16
26767,18-35,Hombre,3 - 4,Patrimonio,Gratis,Baja,Pareja,Bicicleta,19
26768,35-45,Mujer,3 - 4,Historica,1-50 Euros,Baja,Pareja,Pie,3
26769,35-45,Hombre,1 - 2,Historica,Gratis,Baja,Solo,Pie,5
26770,18-35,Hombre,1 - 2,Historica,1-50 Euros,Alta,Pareja,Bicicleta,10
26771,18-35,Hombre,3 - 4,Literaria,Gratis,Alta,Pareja,Bicicleta,7
26772,35-45,Prefiero no decirlo,1 - 2,Turistica,Gratis,Baja,Familia,Bicicleta,7
26773,+45,Prefiero no decirlo,1 - 2,Historica,Gratis,Alta,Pareja,Pie,15
26774,18-35,Mujer,3 - 4,Turistica,Gratis,Baja,Solo,Pie,5
26775,35-45,Hombre,7 - 8,Historica,1-50 Euros,Baja,Solo,Bicicleta,15
26776,18-35,Hombre,7 - 8,Literaria,1-50 Euros,Baja,Pareja,Bicicleta,19
26777,35-45,Hombre,3 - 4,Turistica,Gratis,Alta,Solo,Pie,6
26778,+45,Mujer,7 - 8,Historica,Gratis,Alta,Pareja,Pie,15
26779,35-45,Hombre,7 - 8,Turistica,Gratis,Baja,Familia,Bicicleta,19
26780,+45,Hombre,1 - 2,Patrimonio,Gratis,Baja,Pareja,Pie,14
26781,18-35,Mujer,1 - 2,Turistica,Gratis,Baja,Pareja,Pie,2
26782,18-35,Mujer,1 - 2,Historica,1-50 Euros,Baja,Familia,Bicicleta,13
26783,18-35,Prefiero no decirlo,1 - 2,Turistica,Gratis,Baja,Pareja,Pie,1
26784,18-35,Hombre,3 - 4,Historica,Gratis,Alta,Solo,Bicicleta,5
26785,+45,Hombre,1 - 2,Historica,Gratis,Alta,Pareja,Pie,8
26786,+45,Hombre,5 - 6,Historica,Gratis,Alta,Solo,Pie,15
26787,35-45,Hombre,7 - 8,Historica,Gratis,Baja,Pareja,Pie,11
26788,18-35,Hombre,7 - 8,Historica,1-50 Euros,Baja,Pareja,Pie,4
26789,18-35,Mujer,1 - 2,Turistica,1-50 Euros,Alta,Pareja,Pie,13
26790,18-35,Prefiero no decirlo,1 - 2,Turistica,1-50 Euros,Baja,Familia,Pie,12
26791,18-35,Hombre,7 - 8,Historica,1-50 Euros,Baja,Solo,Pie,12
26792,35-45,Mujer,3 - 4,Turistica,+50 Euros,Baja,Solo,Pie,6
26793,35-45,Prefiero no decirlo,1 - 2,Historica,Gratis,Baja,Solo,Pie,13
26794,18-35,Hombre,3 - 4,Historica,+50 Euros,Baja,Pareja,Pie,17
26795,+45,Hombre,3 - 4,Historica,1-50 Euros,Alta,Pareja,Bicicleta,12
26796,+45,Hombre,1 - 2,Turistica,1-50 Euros,Alta,Solo,Pie,12
26797,18-35,Prefiero no decirlo,1 - 2,Turistica,Gratis,Alta,Solo,Pie,11
26798,18-35,Hombre,7 - 8,Historica,Gratis,Baja,Pareja,Bicicleta,16
26799,35-45,Hombre,1 - 2,Turistica,Gratis,Baja,Solo,Pie,19
26800,35-45,Hombre,3 - 4,Literaria,1-50 Euros,Baja,Familia,Bicicleta,11
26801,18-35,Mujer,1 - 2,Turistica,1-50 Euros,Baja,Pareja,Pie,12
26802,+45,Mujer,3 - 4,Literaria,1-50 Euros,Baja,Familia,Bicicleta,3
26803,18-35,Mujer,3 - 4,Historica,1-50 Euros,Baja,Pareja,Pie,17
26804,18-35,Hombre,3 - 4,Historica,1-50 Euros,Alta,Solo,Bicicleta,22
26805,18-35,Prefiero no decirlo,1 - 2,Turistica,Gratis,Alta,Solo,Pie,16
26806,35-45,Mujer,3 - 4,Turistica,+50 Euros,Baja,Pareja,Pie,17
26807,18-35,Hombre,3 - 4,Literaria,Gratis,Baja,Pareja,Pie,12
26808,35-45,Hombre,5 - 6,Literaria,Gratis,Baja,Pareja,Bicicleta,20
26809,18-35,Hombre,7 - 8,Literaria,1-50 Euros,Baja,Pareja,Bicicleta,15
26810,18-35,Hombre,1 - 2,Historica,1-50 Euros,Baja,Solo,Pie,16
26811,18-35,Prefiero no decirlo,1 - 2,Patrimonio,Gratis,Baja,Solo,Pie,21
26812,18-35,Prefiero no decirlo,1 - 2,Patrimonio,Gratis,Baja,Familia,Bicicleta,2
26813,35-45,Mujer,7 - 8,Turistica,Gratis,Baja,Pareja,Pie,9
26814,18-35,Mujer,1 - 2,Turistica,1-50 Euros,Alta,Familia,Pie,8
26815,18-35,Mujer,3 - 4,Turistica,+50 Euros,Baja,Solo,Pie,6
26816,35-45,Hombre,1 - 2,Literaria,Gratis,Alta,Pareja,Bicicleta,23
26817,35-45,Hombre,1 - 2,Historica,1-50 Euros,Alta,Solo,Bicicleta,22
26818,18-35,Mujer,3 - 4,Historica,1-50 Euros,Alta,Pareja,Pie,17
26819,35-45,Hombre,1 - 2,Turistica,Gratis,Baja,Familia,Pie,1
26820,35-45,Hombre,1 - 2,Literaria,1-50 Euros,Alta,Pareja,Bicicleta,5
26821,18-35,Mujer,3 - 4,Historica,Gratis,Baja,Pareja,Pie,0
26822,35-45,Mujer,1 - 2,Historica,+50 Euros,Alta,Solo,Bicicleta,20
26823,35-45,Mujer,1 - 2,Turistica,1-50 Euros,Baja,Pareja,Pie,10
26824,18-35,Mujer,3 - 4,Historica,Gratis,Baja,Solo,Pie,16
26825,35-45,Hombre,7 - 8,Turistica,Gratis,Baja,Familia,Bicicleta,10
26826,18-35,Hombre,7 - 8,Historica,Gratis,Alta,Pareja,Pie,4
26827,18-35,Prefiero no decirlo,3 - 4,Turistica,Gratis,Baja,Pareja,Pie,21
26828,18-35,Mujer,1 - 2,Historica,1-50 Euros,Baja,Pareja,Pie,2
26829,35-45,Prefiero no decirlo,3 - 4,Turistica,Gratis,Baja,Solo,Pie,10
26830,18-35,Hombre,1 - 2,Historica,Gratis,Baja,Pareja,Pie,0
26831,35-45,Hombre,1 - 2,Historica,Gratis,Baja,Pareja,Pie,14
26832,35-45,Mujer,3 - 4,Literaria,1-50 Euros,Baja,Pareja,Bicicleta,4
26833,35-45,Mujer,1 - 2,Turistica,1-50 Euros,Baja,Solo,Bicicleta,6
26834,18-35,Hombre,1 - 2,Turistica,1-50 Euros,Alta,Solo,Bicicleta,12
26835,35-45,Hombre,3 - 4,Turistica,Gratis,Alta,Pareja,Pie,11
26836,18-35,Hombre,7 - 8,Historica,+50 Euros,Alta,Pareja,Pie,11
26837,+45,Mujer,7 - 8,Historica,Gratis,Alta,Familia,Pie,4
26838,18-35,Mujer,1 - 2,Literaria,Gratis,Baja,Pareja,Pie,15
26839,+45,Hombre,1 - 2,Turistica,Gratis,Baja,Familia,Pie,12
26840,35-45,Mujer,1 - 2,Historica,1-50 Euros,Alta,Pareja,Bicicleta,19
26841,18-35,Prefiero no decirlo,1 - 2,Historica,Gratis,Baja,Pareja,Bicicleta,7
26842,18-35,Hombre,1 - 2,Literaria,Gratis,Baja,Solo,Bicicleta,16
26843,+45,Mujer,1 - 2,Historica,+50 Euros,Baja,Solo,Bicicleta,15
26844,+45,Hombre,3 - 4,Literaria,Gratis,Baja,Solo,Bicicleta,14
26845,18-35,Hombre,1 - 2,Historica,1-50 Euros,Baja,Pareja,Bicicleta,13
26846,18-35,Mujer,1 - 2,Historica,+50 Euros,Baja,Solo,Pie,7
26847,35-45,Hombre,3 - 4,Historica,1-50 Euros,Baja,Solo,Bicicleta,19
26848,35-45,Hombre,1 - 2,Historica,1-50 Euros,Alta,Pareja,Bicicleta,13
26849,35-45,Mujer,7 - 8,Historica,1-50 Euros,Alta,Pareja,Pie,1
26850,35-45,Hombre,3 - 4,Historica,1-50 Euros,Baja,Pareja,Pie,10
26851,18-35,Hombre,1 - 2,Historica,1-50 Euros,Baja,Pareja,Bicicleta,18
26852,18-35,Mujer,3 - 4,Historica,Gratis,Alta,Pareja,Pie,1
26853,35-45,Mujer,1 - 2,Turistica,1-50 Euros,Baja,Solo,Pie,11
26854,35-45,Hombre,3 - 4,Turistica,1-50 Euros,Baja,Pareja,Pie,16
26855,35-45,Hombre,7 - 8,Turistica,Gratis,Alta,Solo,Bicicleta,21
26856,18-35,Hombre,7 - 8,Literaria,Gratis,Baja,Pareja,Pie,22
26857,+45,Hombre,3 - 4,Historica,Gratis,Baja,Solo,Bicicleta,20
26858,35-45,Mujer,1 - 2,Turistica,+50 Euros,Baja,Pareja,Pie,6
26859,35-45,Mujer,7 - 8,Historica,Gratis,Baja,Solo,Pie,1
26860,35-45,Mujer,3 - 4,Turistica,+50 Euros,Baja,Familia,Bicicleta,20
26861,35-45,Hombre,1 - 2,Historica,Gratis,Alta,Familia,Bicicleta,23
26862,35-45,Hombre,3 - 4,Historica,+50 Euros,Baja,Solo,Pie,15
26863,18-35,Hombre,3 - 4,Literaria,Gratis,Baja,Pareja,Pie,4
26864,18-35,Mujer,3 - 4,Turistica,Gratis,Baja,Pareja,Pie,0
26865,+45,Hombre,3 - 4,Turistica,Gratis,Alta,Solo,Pie,12
26866,+45,Prefiero no decirlo,1 - 2,Turistica,1-50 Euros,Alta,Solo,Pie,14
26867,35-45,Hombre,3 - 4,Historica,Gratis,Alta,Solo,Pie,20
26868,18-35,Hombre,1 - 2,Historica,Gratis,Baja,Pareja,Pie,7
26869,35-45,Prefiero no decirlo,1 - 2,Turistica,Gratis,Alta,Familia,Bicicleta,12
26870,18-35,Mujer,1 - 2,Turistica,Gratis,Alta,Solo,Pie,15
26871,18-35,Hombre,7 - 8,Turistica,Gratis,Baja,Pareja,Bicicleta,21
26872,18-35,Hombre,1 - 2,Historica,1-50 Euros,Alta,Pareja,Pie,3
26873,35-45,Hombre,3 - 4,Historica,Gratis,Baja,Pareja,Bicicleta,9
26874,18-35,Mujer,7 - 8,Historica,Gratis,Baja,Pareja,Bicicleta,18
26875,18-35,Hombre,7 - 8,Turistica,Gratis,Alta,Pareja,Pie,21
26876,35-45,Hombre,1 - 2,Turistica,Gratis,Alta,Pareja,Bicicleta,14
26877,35-45,Mujer,3 - 4,Literaria,Gratis,Alta,Solo,Pie,18
26878,35-45,Hombre,7 - 8,Historica,Gratis,Alta,Pareja,Pie,23
26879,18-35,Hombre,1 - 2,Historica,Gratis,Baja,Solo,Bicicleta,19
26880,+45,Hombre,7 - 8,Historica,Gratis,Baja,Pareja,Pie,9
26881,35-45,Hombre,7 - 8,Historica,1-50 Euros,Baja,Pareja,Bicicleta,17
26882,+45,Hombre,1 - 2,Literaria,Gratis,Baja,Solo,Bicicleta,18
26883,35-45,Hombre,7 - 8,Turistica,1-50 Euros,Alta,Solo,Pie,5
26884,35-45,Mujer,1 - 2,Historica,Gratis,Baja,Pareja,Pie,11
26885,35-45,Hombre,1 - 2,Historica,Gratis,Alta,Solo,Bicicleta,6
26886,+45,Hombre,1 - 2,Historica,Gratis,Baja,Solo,Bicicleta,17
26887,18-35,Hombre,7 - 8,Historica,Gratis,Baja,Pareja,Bicicleta,7
26888,35-45,Mujer,1 - 2,Literaria,1-50 Euros,Baja,Solo,Bicicleta,7
26889,+45,Mujer,3 - 4,Turistica,Gratis,Alta,Solo,Bicicleta,10
26890,35-45,Mujer,1 - 2,Historica,Gratis,Alta,Pareja,Bicicleta,4
26891,35-45,Mujer,1 - 2,Literaria,1-50 Euros,Alta,Pareja,Bicicleta,21
26892,18-35,Hombre,3 - 4,Literaria,Gratis,Alta,Solo,Bicicleta,20
26893,18-35,Mujer,7 - 8,Historica,1-50 Euros,Baja,Familia,Pie,21
