descripcion,coordenadas,nombre_ruta,nombre_punto_interes,descripcion_ruta
"Després d’aquesta gratificant immersió artística, creuem de nou l’antic riu, aquesta vegada pel Pont de la Trinitat, construït entre 1401 i 1407, d’estil gòtic, un dels més antics de la ciutat i el primer realitzat en pedra.","['-0.3726589,39.4790662,0']",Serrans - Palau de la Generalitat,Pont de la Trinitat,"Aquesta ruta recorre algun dels monuments més destacats de la nostra arquitectura civil i religiosa. Iglesias d’origen ancestral, museus, espais culturals i palaus centenaris eixiran constantment al nostre pas en aquest recorregut carregat de tradició, d’espectacularitat monumental i de sabor popular.<br><br>Partim des dels voltants de les Torres dels Serrans, en ple casc vell de València, districte de Ciutat Vella.<br><br>Després, creuarem l’antic llit del riu Túria, avui conegut com a Jardí del Túria, per a visitar alguns dels llocs més representatius d’aquesta ruta patrimonial, i finalitzar en la Calle Cavallers.<br><br>La major part d’aquest recorregut transcorre en el archipopular Barri del Carmen i les seues proximitats.<br>"
"Ens dirigim al Col·legi Gran Associació (antic Saló de Racionalistes) i per a arribar fins a allí tornem a passar per davant de les Torres de Serrans i continuem pel Carrer Blanquerías. Est va ser un local dedicat a la beneficència, que va ser construït en el S. XIX basant-se en el racionalisme constructiu.","['-0.3781306,39.4804781,0']",Serrans - Palau de la Generalitat,Col·legi Gran Associació,"Aquesta ruta recorre algun dels monuments més destacats de la nostra arquitectura civil i religiosa. Iglesias d’origen ancestral, museus, espais culturals i palaus centenaris eixiran constantment al nostre pas en aquest recorregut carregat de tradició, d’espectacularitat monumental i de sabor popular.<br><br>Partim des dels voltants de les Torres dels Serrans, en ple casc vell de València, districte de Ciutat Vella.<br><br>Després, creuarem l’antic llit del riu Túria, avui conegut com a Jardí del Túria, per a visitar alguns dels llocs més representatius d’aquesta ruta patrimonial, i finalitzar en la Calle Cavallers.<br><br>La major part d’aquest recorregut transcorre en el archipopular Barri del Carmen i les seues proximitats.<br>"
"Tornem al nostre trajecte pel Carrer Blanquerías i gens més entrar en el Passeig de la Petxina trobem la Casa Museu Benlliure, dedicada a una de les nostres majors glòries artístiques, la família Benlliure. L’edifici alberga la col·lecció de la família i reprodueix fidelment l’ambient en el qual va viure tota aquesta saga d’artistes valencians, entre els quals va destacar l’escultor Mariano Benlliure i el seu germà, el pintor José Benlliure.","['-0.3789567,39.4807969,0']",Serrans - Palau de la Generalitat,Casa Museu Benlliure,"Aquesta ruta recorre algun dels monuments més destacats de la nostra arquitectura civil i religiosa. Iglesias d’origen ancestral, museus, espais culturals i palaus centenaris eixiran constantment al nostre pas en aquest recorregut carregat de tradició, d’espectacularitat monumental i de sabor popular.<br><br>Partim des dels voltants de les Torres dels Serrans, en ple casc vell de València, districte de Ciutat Vella.<br><br>Després, creuarem l’antic llit del riu Túria, avui conegut com a Jardí del Túria, per a visitar alguns dels llocs més representatius d’aquesta ruta patrimonial, i finalitzar en la Calle Cavallers.<br><br>La major part d’aquest recorregut transcorre en el archipopular Barri del Carmen i les seues proximitats.<br>"
"Ens internem pel barri, a través de la Calle Salvador Giner en direcció a la Plaça del Carmen. Abans d’arribar trobem l’Església i Antic Convent del Carmen (S. XV-XIX), d’una rica diversitat artística en la qual conflueixen una capella medieval, un claustre gòtic, un claustre renaixentista i un campanar barroc, entre altres elements. Avui dia acull el Museu del S. XIX.","['-0.379241,39.4796748,0']",Serrans - Palau de la Generalitat,Església i Antic Convent del Carmen,"Aquesta ruta recorre algun dels monuments més destacats de la nostra arquitectura civil i religiosa. Iglesias d’origen ancestral, museus, espais culturals i palaus centenaris eixiran constantment al nostre pas en aquest recorregut carregat de tradició, d’espectacularitat monumental i de sabor popular.<br><br>Partim des dels voltants de les Torres dels Serrans, en ple casc vell de València, districte de Ciutat Vella.<br><br>Després, creuarem l’antic llit del riu Túria, avui conegut com a Jardí del Túria, per a visitar alguns dels llocs més representatius d’aquesta ruta patrimonial, i finalitzar en la Calle Cavallers.<br><br>La major part d’aquest recorregut transcorre en el archipopular Barri del Carmen i les seues proximitats.<br>"
"Enfront de l’església, ja en la Plaça del Carmen, ens espera la façana neoclàssica del Palau de Pineda, construït en el S. XVIII. Va ser l’antiga residència de l’Intendent General Pineda i aqueix és el nom que encara perdura. Des de 1980 és propietat de la Generalitat Valenciana i avui dia és la seu a València de la Universitat Internacional Menéndez Pelayo.","['-0.3786885,39.4789999,0']",Serrans - Palau de la Generalitat,Palau de Pineda,"Aquesta ruta recorre algun dels monuments més destacats de la nostra arquitectura civil i religiosa. Iglesias d’origen ancestral, museus, espais culturals i palaus centenaris eixiran constantment al nostre pas en aquest recorregut carregat de tradició, d’espectacularitat monumental i de sabor popular.<br><br>Partim des dels voltants de les Torres dels Serrans, en ple casc vell de València, districte de Ciutat Vella.<br><br>Després, creuarem l’antic llit del riu Túria, avui conegut com a Jardí del Túria, per a visitar alguns dels llocs més representatius d’aquesta ruta patrimonial, i finalitzar en la Calle Cavallers.<br><br>La major part d’aquest recorregut transcorre en el archipopular Barri del Carmen i les seues proximitats.<br>"
"Des d’allí, pugem pel carrer Roteros i dobleguem a la dreta per a trobar-nos una mostra descarnada del nostre passat més recent: el refugi antiaeri del Carrer Serrans de 1937, rehabilitat i reconvertit en un espai expositiu cultural.","['-0.376253,39.4788012,0']",Serrans - Palau de la Generalitat,Refugi antiaeri del Carrer Serrans,"Aquesta ruta recorre algun dels monuments més destacats de la nostra arquitectura civil i religiosa. Iglesias d’origen ancestral, museus, espais culturals i palaus centenaris eixiran constantment al nostre pas en aquest recorregut carregat de tradició, d’espectacularitat monumental i de sabor popular.<br><br>Partim des dels voltants de les Torres dels Serrans, en ple casc vell de València, districte de Ciutat Vella.<br><br>Després, creuarem l’antic llit del riu Túria, avui conegut com a Jardí del Túria, per a visitar alguns dels llocs més representatius d’aquesta ruta patrimonial, i finalitzar en la Calle Cavallers.<br><br>La major part d’aquest recorregut transcorre en el archipopular Barri del Carmen i les seues proximitats.<br>"
"Des d’aquest punt, seguint el Carrer de Serrans en adreça cap a l’antic llit del riu, arribarem fins a les Torres de Serrans en menys d’un minut. Es van construir en el S. XIV. Gràcies a la seua utilització com a presó, es van conservar íntegres i van sobreviure a la destrucció de la muralla que es va dur a terme en el S. XIX. El mateix va ocórrer amb les de Quart, l’altra porta del recinte emmurallat cristià que es conserva avui dia.","['-0.3760009,39.4790869,0']",Serrans - Palau de la Generalitat,Torres de Serrans,"Aquesta ruta recorre algun dels monuments més destacats de la nostra arquitectura civil i religiosa. Iglesias d’origen ancestral, museus, espais culturals i palaus centenaris eixiran constantment al nostre pas en aquest recorregut carregat de tradició, d’espectacularitat monumental i de sabor popular.<br><br>Partim des dels voltants de les Torres dels Serrans, en ple casc vell de València, districte de Ciutat Vella.<br><br>Després, creuarem l’antic llit del riu Túria, avui conegut com a Jardí del Túria, per a visitar alguns dels llocs més representatius d’aquesta ruta patrimonial, i finalitzar en la Calle Cavallers.<br><br>La major part d’aquest recorregut transcorre en el archipopular Barri del Carmen i les seues proximitats.<br>"
"<img src=""https://doc-0k-7k-mymaps.googleusercontent.com/untrusted/hostedimage/ou6c6r4ot251igcmt16atv0meo/etldomrndg9juc42qjaeju59ac/1657907100000/fVG0_v5bgk0pZ7uPHCGOPpdQPUPHkrKH/*/6AFzc1vaZU2GQZm7yzDC1cM-shs1GukZQAge2tcWRq_mkssc799ouiaKwU5NWbW8bqE8dOZLqqKVMa3Eh0nHPretRreXL13PUFFlqWarcCLOEfzMuWl9AG3eSwn-oEVro_YlXQ8sfsIy2krcJj4G9T_kFwEkxuvYgSBfnH_GxFP6EvWrjWPf9kZ6sgrGngAnh-6PGlNg?session=0&fife"" height=""200"" width=""auto"" /><br><br>Et proposem tornar al Carrer Serrans i endinsar-nos en el casc antic. De seguida arribarem a la Plaça de Manises, on trobem dos palaus que val la pena ressenyar: el Palau de la Batlia, del S. XV, que avui dia acull la seu de la Diputació Provincial de València, i el Palau Marquès de la Scala, del S. XVI, que barreja l’estil de gòtic valencià amb aportacions posteriors del renaixement i del barroc.","['-0.3765573,39.4769469,0']",Serrans - Palau de la Generalitat,Palau de la Batlia i Palau Marquès de la Scala,"Aquesta ruta recorre algun dels monuments més destacats de la nostra arquitectura civil i religiosa. Iglesias d’origen ancestral, museus, espais culturals i palaus centenaris eixiran constantment al nostre pas en aquest recorregut carregat de tradició, d’espectacularitat monumental i de sabor popular.<br><br>Partim des dels voltants de les Torres dels Serrans, en ple casc vell de València, districte de Ciutat Vella.<br><br>Després, creuarem l’antic llit del riu Túria, avui conegut com a Jardí del Túria, per a visitar alguns dels llocs més representatius d’aquesta ruta patrimonial, i finalitzar en la Calle Cavallers.<br><br>La major part d’aquest recorregut transcorre en el archipopular Barri del Carmen i les seues proximitats.<br>"
"Enfront del Palau de la Batlia se situa la Torre de Sant Bartolomé Apostol, del S. XIII. És l’únic element que es conserva de l’església del mateix nom, una de les primeres que es van construir en la ciutat.","['-0.3770134,39.4772184,0']",Serrans - Palau de la Generalitat,Torre de Sant Bartolomé,"Aquesta ruta recorre algun dels monuments més destacats de la nostra arquitectura civil i religiosa. Iglesias d’origen ancestral, museus, espais culturals i palaus centenaris eixiran constantment al nostre pas en aquest recorregut carregat de tradició, d’espectacularitat monumental i de sabor popular.<br><br>Partim des dels voltants de les Torres dels Serrans, en ple casc vell de València, districte de Ciutat Vella.<br><br>Després, creuarem l’antic llit del riu Túria, avui conegut com a Jardí del Túria, per a visitar alguns dels llocs més representatius d’aquesta ruta patrimonial, i finalitzar en la Calle Cavallers.<br><br>La major part d’aquest recorregut transcorre en el archipopular Barri del Carmen i les seues proximitats.<br>"
"Seguint el nostre camí, de seguida arribarem al nostre últim punt de destinació. En l’encreuament de la Plaça de Manises amb el Carrer de Cavallers, molt pròxim a la Plaça de la Verge es troba el Palau de la Generalitat Valenciana, edifici d’estil gòtic tardà valencià, construït en 1421. Al llarg de la seua història ha patit diverses modificacions, les més reseñables les d’estil renaixentista. Tot un símbol del nostre poble, que alberga a les més altes institucions autonòmiques.","['-0.3765841,39.4766943,0']",Serrans - Palau de la Generalitat,Palau de la Generalitat,"Aquesta ruta recorre algun dels monuments més destacats de la nostra arquitectura civil i religiosa. Iglesias d’origen ancestral, museus, espais culturals i palaus centenaris eixiran constantment al nostre pas en aquest recorregut carregat de tradició, d’espectacularitat monumental i de sabor popular.<br><br>Partim des dels voltants de les Torres dels Serrans, en ple casc vell de València, districte de Ciutat Vella.<br><br>Després, creuarem l’antic llit del riu Túria, avui conegut com a Jardí del Túria, per a visitar alguns dels llocs més representatius d’aquesta ruta patrimonial, i finalitzar en la Calle Cavallers.<br><br>La major part d’aquest recorregut transcorre en el archipopular Barri del Carmen i les seues proximitats.<br>"
"Nostra ruta arranca en barri del Botànic, que pren el seu nom del Jardí Botànic de València, els orígens del qual es remunten al S. XVI encara que es va posar en funcionament en els primers anys del S. XIX. La seua col·lecció alberga al voltant de tres mil espècies botàniques procedents de tots els continents.","['-0.3866586,39.4761018,0']",Torres de Quart - Temple,Jardí Botànic ,"Jardins del Reial<br><br><br><br>Passat i present es donen la mà en aquest recorregut que es planteja entre les Torres de Quart i el Palau del Temple.<br><br>El nostre itinerari transcorre principalment pel districte de Ciutat Vella, pel casc vell de València a través de barris com El Botànic, El Carme, La Seu i El Mercat.<br><br>Recorrerem algunes dels carrers més antics i amb més tradició de la ciutat, tindrem ocasió d’admirar restes de l’antiga muralla islàmica i de visitar algun dels monuments més emblemàtics per al poble valencià.<br><br>Palaus senyorials, mercats, antigues portes de la muralla medieval que segueixen sent testimonis de la vida quotidiana dels valencians, la Catedral, la Basílica de la Verge dels Desemparats, antigues esglésies fundacionals de la ciutat, vestigis d’un passat romà, monuments del nostre Segle d’Or i altres joies del nostre patrimoni cultural."
"Just enfront del Jardí Botànic trobem l’Església de San Miquel i Sant Sebastià, un dels pocs exemples del classicisme italià a València, que va acabar de construir-se en 1739. Catalogada com Bé d’Interès Cultural.","['-0.3868732,39.4751412,0']",Torres de Quart - Temple,Església de San Miquel i Sant Sebastià,"Jardins del Reial<br><br><br><br>Passat i present es donen la mà en aquest recorregut que es planteja entre les Torres de Quart i el Palau del Temple.<br><br>El nostre itinerari transcorre principalment pel districte de Ciutat Vella, pel casc vell de València a través de barris com El Botànic, El Carme, La Seu i El Mercat.<br><br>Recorrerem algunes dels carrers més antics i amb més tradició de la ciutat, tindrem ocasió d’admirar restes de l’antiga muralla islàmica i de visitar algun dels monuments més emblemàtics per al poble valencià.<br><br>Palaus senyorials, mercats, antigues portes de la muralla medieval que segueixen sent testimonis de la vida quotidiana dels valencians, la Catedral, la Basílica de la Verge dels Desemparats, antigues esglésies fundacionals de la ciutat, vestigis d’un passat romà, monuments del nostre Segle d’Or i altres joies del nostre patrimoni cultural."
"Seguint pel Carrer Quart cap al centre, el visitant albirarà les Torres de Quart, torres gòtiques del S. XV, una de les portes de l’antiga muralla medieval de València que encara avui es manté en peus. Creuant la Calle Guillem de Castro ens trobarem als peus d’aquest superb monument, un dels més emblemàtics de la nostra ciutat. Atenció a les petjades dels projectils que la Guerra de la Independència va deixar en la seua façana.","['-0.3840407,39.4757209,0']",Torres de Quart - Temple,Torres de Quart,"Jardins del Reial<br><br><br><br>Passat i present es donen la mà en aquest recorregut que es planteja entre les Torres de Quart i el Palau del Temple.<br><br>El nostre itinerari transcorre principalment pel districte de Ciutat Vella, pel casc vell de València a través de barris com El Botànic, El Carme, La Seu i El Mercat.<br><br>Recorrerem algunes dels carrers més antics i amb més tradició de la ciutat, tindrem ocasió d’admirar restes de l’antiga muralla islàmica i de visitar algun dels monuments més emblemàtics per al poble valencià.<br><br>Palaus senyorials, mercats, antigues portes de la muralla medieval que segueixen sent testimonis de la vida quotidiana dels valencians, la Catedral, la Basílica de la Verge dels Desemparats, antigues esglésies fundacionals de la ciutat, vestigis d’un passat romà, monuments del nostre Segle d’Or i altres joies del nostre patrimoni cultural."
"<img src=""https://doc-14-7k-mymaps.googleusercontent.com/untrusted/hostedimage/p55kg7m724dap2mnqd255gsdjo/tv6g5spd60uj42esmknink1mag/1657905739750/fVG0_v5bgk0pZ7uPHCGOPpdQPUPHkrKH/09399246310859849032/5AFzc1vZBVORcnVoXlQPo3hSFYz1kQnGbtorpKSD8xLr13PKLSg4T4ORDMAEHL88SHw0Kde0IhsQ23UqkRxZe7oPDGWUWs36Ircd5CvS2GvXZr0Pgkm6Y6WtMDJbB3rXrqPzdBwLkEJAEWYKPn7IkPJIYek9Zlsk3XevnJ94issWt6HdZ8BVq-YdrNiJGaHLHyqZfSmV7?session=0&fife"" height=""200"" width=""auto"" /><br><br>Deixant arrere les Torres de Quart ens endinsem en el Barri del Carmen de València, potser el barri més popular de la ciutat i una referència obligada quant a la seua oferta d’oci, cultura i gastronomia. Molt prop de les torres, l’Església de Santa Úrsula, construïda en el S. XVII amb façana de rajola, és solament un més dels tresors patrimonials que poden admirar-se en el casc històric de València. En el seu interior conserva decoració barroca del S. XVII i taulells valencians del XVIII.<br><br><img src=""https://doc-0g-7k-mymaps.googleusercontent.com/untrusted/hostedimage/p55kg7m724dap2mnqd255gsdjo/9i0b4ar2bcgiaa59ukbu4oqvrk/1657905739750/fVG0_v5bgk0pZ7uPHCGOPpdQPUPHkrKH/09399246310859849032/5AFzc1vYuURCqdaazGT-T0w-CMBCAa6mRaISlDYBn_M2ywtd8H-1_T5oKhQDvkQChNgXClk0jClGlGSxOvgpBnEJuvqw_vUCAvzHFcG7tQSyWeSq8jYZlVtcT7BJNIvZkakWQIX_WBg7U4QFf0Qp_SWbZofUL3Ek8aqGU_FseQjB2BQwqUfsSh5v-a96E_L_XJn2lQ5m-?session=0&fife"" height=""200"" width=""auto"" />","['-0.3833595,39.4759549,0']",Torres de Quart - Temple,’Església de Santa Úrsula,"Jardins del Reial<br><br><br><br>Passat i present es donen la mà en aquest recorregut que es planteja entre les Torres de Quart i el Palau del Temple.<br><br>El nostre itinerari transcorre principalment pel districte de Ciutat Vella, pel casc vell de València a través de barris com El Botànic, El Carme, La Seu i El Mercat.<br><br>Recorrerem algunes dels carrers més antics i amb més tradició de la ciutat, tindrem ocasió d’admirar restes de l’antiga muralla islàmica i de visitar algun dels monuments més emblemàtics per al poble valencià.<br><br>Palaus senyorials, mercats, antigues portes de la muralla medieval que segueixen sent testimonis de la vida quotidiana dels valencians, la Catedral, la Basílica de la Verge dels Desemparats, antigues esglésies fundacionals de la ciutat, vestigis d’un passat romà, monuments del nostre Segle d’Or i altres joies del nostre patrimoni cultural."
"La Calle Quart desemboca en la Plaça del Tossal, una de les places clàssiques del barri que ens serveix com a bon element distribuïdor cap a diferents destinacions del nostre recorregut. I és que després de l’enderrocament de la muralla islàmica aquesta plaça va adquirir les funcions de nus urbà, unint el Carrer Quart, la Calle Cavallers, Bolsería i el Carrer Alt.<br><br>En la Galeria del Tossal, situada en aquesta mateixa plaça, es poden admirar restes arqueològiques d’una torre de la muralla islàmica del S. XII. I molt prop d’allí, en la Calle Cavallers 36 i 38, a menys d’un minut caminant trobem altres vestigis del seu traçat, part de l’a prop i dues torres.","['-0.3802266,39.4762375,0']",Torres de Quart - Temple,Plaça del Tossal,"Jardins del Reial<br><br><br><br>Passat i present es donen la mà en aquest recorregut que es planteja entre les Torres de Quart i el Palau del Temple.<br><br>El nostre itinerari transcorre principalment pel districte de Ciutat Vella, pel casc vell de València a través de barris com El Botànic, El Carme, La Seu i El Mercat.<br><br>Recorrerem algunes dels carrers més antics i amb més tradició de la ciutat, tindrem ocasió d’admirar restes de l’antiga muralla islàmica i de visitar algun dels monuments més emblemàtics per al poble valencià.<br><br>Palaus senyorials, mercats, antigues portes de la muralla medieval que segueixen sent testimonis de la vida quotidiana dels valencians, la Catedral, la Basílica de la Verge dels Desemparats, antigues esglésies fundacionals de la ciutat, vestigis d’un passat romà, monuments del nostre Segle d’Or i altres joies del nostre patrimoni cultural."
"El recorregut de la Calle Cavallers, una de les més antigues de la ciutat, és recomanable pel seu pes històric i artístic, a part de la seua àmplia oferta d’oci i gastronomia. En aquest carrer es van concentrar en el seu moment els palaus de les famílies valencianes més notables. Els Palaus de la Calle Cavallers es distribueixen principalment al llarg dels nombres 14-18 (Edificis Sancho, S. XIX), 20-22 (Palacio dels Marquesos de Malferit, S.xv-XIX), 26 (Palacio dels Marquesos de Mercader, S. XV-XVIII), 28 (Palacio dels Comtes d’Alpont, S. XV-XVIII), 33 (Palacio dels Centelles o Daia Nueva, S. XV), 36 (Palacio dels Fernández de Còrdova, S.xv-XIX) i 43 (Palacio dels Queixal o dels Trenor, S.xv-XIX).","['-0.3788909,39.4765853,0']",Torres de Quart - Temple,Calle Cavallers,"Jardins del Reial<br><br><br><br>Passat i present es donen la mà en aquest recorregut que es planteja entre les Torres de Quart i el Palau del Temple.<br><br>El nostre itinerari transcorre principalment pel districte de Ciutat Vella, pel casc vell de València a través de barris com El Botànic, El Carme, La Seu i El Mercat.<br><br>Recorrerem algunes dels carrers més antics i amb més tradició de la ciutat, tindrem ocasió d’admirar restes de l’antiga muralla islàmica i de visitar algun dels monuments més emblemàtics per al poble valencià.<br><br>Palaus senyorials, mercats, antigues portes de la muralla medieval que segueixen sent testimonis de la vida quotidiana dels valencians, la Catedral, la Basílica de la Verge dels Desemparats, antigues esglésies fundacionals de la ciutat, vestigis d’un passat romà, monuments del nostre Segle d’Or i altres joies del nostre patrimoni cultural."
"En el número 35 d’aquest carrer trobem l’Església de Sant Nicolás, una altra joia del patrimoni valencià que destaca per la seua esplèndida combinació d’arquitectura gòtica del S. XV amb la decoració barroca del S.XVII.","['-0.3789392,39.4761589,0']",Torres de Quart - Temple,Església de Sant Nicolás,"Jardins del Reial<br><br><br><br>Passat i present es donen la mà en aquest recorregut que es planteja entre les Torres de Quart i el Palau del Temple.<br><br>El nostre itinerari transcorre principalment pel districte de Ciutat Vella, pel casc vell de València a través de barris com El Botànic, El Carme, La Seu i El Mercat.<br><br>Recorrerem algunes dels carrers més antics i amb més tradició de la ciutat, tindrem ocasió d’admirar restes de l’antiga muralla islàmica i de visitar algun dels monuments més emblemàtics per al poble valencià.<br><br>Palaus senyorials, mercats, antigues portes de la muralla medieval que segueixen sent testimonis de la vida quotidiana dels valencians, la Catedral, la Basílica de la Verge dels Desemparats, antigues esglésies fundacionals de la ciutat, vestigis d’un passat romà, monuments del nostre Segle d’Or i altres joies del nostre patrimoni cultural."
"Tornem a la Plaça del Tossal i baixem pel Carrer Bolseria per a anar a parar a la Plaça del Mercat, en la qual trobem la Llotja de la Seda, del S. XV, emblemàtic monument del nostre casc històric, peça clau del gòtic civil valencià, declarat Patrimoni de la Humanitat per la UNESCO.","['-0.3785959,39.4743452,0']",Torres de Quart - Temple,Llotja de la Seda,"Jardins del Reial<br><br><br><br>Passat i present es donen la mà en aquest recorregut que es planteja entre les Torres de Quart i el Palau del Temple.<br><br>El nostre itinerari transcorre principalment pel districte de Ciutat Vella, pel casc vell de València a través de barris com El Botànic, El Carme, La Seu i El Mercat.<br><br>Recorrerem algunes dels carrers més antics i amb més tradició de la ciutat, tindrem ocasió d’admirar restes de l’antiga muralla islàmica i de visitar algun dels monuments més emblemàtics per al poble valencià.<br><br>Palaus senyorials, mercats, antigues portes de la muralla medieval que segueixen sent testimonis de la vida quotidiana dels valencians, la Catedral, la Basílica de la Verge dels Desemparats, antigues esglésies fundacionals de la ciutat, vestigis d’un passat romà, monuments del nostre Segle d’Or i altres joies del nostre patrimoni cultural."
"Espectacular edifici dels més visitats de la nostra ciutat, una joia de l’arquitectura modernista construïda en els primers anys XX. La seua impressionant estructura de ferro forjat, ceràmiques i vidrieres són testimonis del tràfec diari entre comerciants i clients, en el major espai europeu dedicat a la venda de productes frescos.","['-0.378333,39.4737116,0']",Torres de Quart - Temple,Mercat Central,"Jardins del Reial<br><br><br><br>Passat i present es donen la mà en aquest recorregut que es planteja entre les Torres de Quart i el Palau del Temple.<br><br>El nostre itinerari transcorre principalment pel districte de Ciutat Vella, pel casc vell de València a través de barris com El Botànic, El Carme, La Seu i El Mercat.<br><br>Recorrerem algunes dels carrers més antics i amb més tradició de la ciutat, tindrem ocasió d’admirar restes de l’antiga muralla islàmica i de visitar algun dels monuments més emblemàtics per al poble valencià.<br><br>Palaus senyorials, mercats, antigues portes de la muralla medieval que segueixen sent testimonis de la vida quotidiana dels valencians, la Catedral, la Basílica de la Verge dels Desemparats, antigues esglésies fundacionals de la ciutat, vestigis d’un passat romà, monuments del nostre Segle d’Or i altres joies del nostre patrimoni cultural."
"En l’inici de la Calle Cavallers, quasi arribant a la Plaça de la Verge, es troba el Palau de la Generalitat Valenciana, la seu del govern de la Comunitat Valenciana. Un edifici d’origen medieval, d’estil gòtic valencià amb retocs renaixentistes construït en el S. XV. Posteriorment, ha patit diverses intervencions, les últimes d’elles en el S. XX i inicis del S. XXI.","['-0.3766378,39.476693,0']",Torres de Quart - Temple,Palau de la Generalitat,"Jardins del Reial<br><br><br><br>Passat i present es donen la mà en aquest recorregut que es planteja entre les Torres de Quart i el Palau del Temple.<br><br>El nostre itinerari transcorre principalment pel districte de Ciutat Vella, pel casc vell de València a través de barris com El Botànic, El Carme, La Seu i El Mercat.<br><br>Recorrerem algunes dels carrers més antics i amb més tradició de la ciutat, tindrem ocasió d’admirar restes de l’antiga muralla islàmica i de visitar algun dels monuments més emblemàtics per al poble valencià.<br><br>Palaus senyorials, mercats, antigues portes de la muralla medieval que segueixen sent testimonis de la vida quotidiana dels valencians, la Catedral, la Basílica de la Verge dels Desemparats, antigues esglésies fundacionals de la ciutat, vestigis d’un passat romà, monuments del nostre Segle d’Or i altres joies del nostre patrimoni cultural."
"A menys d’un minut trobem el Palau Marquès de la Scala, del S. XVI, situat en la veïna Plaça de Manises. A causa de les seues transformacions posteriors el visitant advertirà la seua combinació de gòtic valencià amb elements del renaixement i del barroc.","['-0.3760638,39.4768504,0']",Torres de Quart - Temple,Palau Marquès de la Scala,"Jardins del Reial<br><br><br><br>Passat i present es donen la mà en aquest recorregut que es planteja entre les Torres de Quart i el Palau del Temple.<br><br>El nostre itinerari transcorre principalment pel districte de Ciutat Vella, pel casc vell de València a través de barris com El Botànic, El Carme, La Seu i El Mercat.<br><br>Recorrerem algunes dels carrers més antics i amb més tradició de la ciutat, tindrem ocasió d’admirar restes de l’antiga muralla islàmica i de visitar algun dels monuments més emblemàtics per al poble valencià.<br><br>Palaus senyorials, mercats, antigues portes de la muralla medieval que segueixen sent testimonis de la vida quotidiana dels valencians, la Catedral, la Basílica de la Verge dels Desemparats, antigues esglésies fundacionals de la ciutat, vestigis d’un passat romà, monuments del nostre Segle d’Or i altres joies del nostre patrimoni cultural."
"<img src=""https://doc-0k-7k-mymaps.googleusercontent.com/untrusted/hostedimage/p55kg7m724dap2mnqd255gsdjo/uoukc72j95n8u93kpgvs080f60/1657905739750/fVG0_v5bgk0pZ7uPHCGOPpdQPUPHkrKH/09399246310859849032/5AFzc1va99WuTvBxJ9miyX0eXik2xCglgwgGkNEhqLNtwgHhjtDQYVCY6Q6aBprw4oZZEQ04a2DZ2N9YVZ7j5dM34t0Gf4tfdOfx_d0c_HO_zpHtkwy2UQ0G4NBHA1l6B7zMDWXf9aLrxzM0hKg0uQwdXzL1DugdVYB8lwVRX3K7PSaTQO8cTDX8QOWCXKQ6aIyVl_Eo?session=0&fife"" height=""200"" width=""auto"" /><br><br>En la mateixa plaça es troba el Palau de Batlia, seu de la Diputació Provincial de València, que té els seus orígens en el S. XV. Declarat Monument Històric Nacional.","['-0.3764876,39.4769249,0']",Torres de Quart - Temple,Palau de Batlia,"Jardins del Reial<br><br><br><br>Passat i present es donen la mà en aquest recorregut que es planteja entre les Torres de Quart i el Palau del Temple.<br><br>El nostre itinerari transcorre principalment pel districte de Ciutat Vella, pel casc vell de València a través de barris com El Botànic, El Carme, La Seu i El Mercat.<br><br>Recorrerem algunes dels carrers més antics i amb més tradició de la ciutat, tindrem ocasió d’admirar restes de l’antiga muralla islàmica i de visitar algun dels monuments més emblemàtics per al poble valencià.<br><br>Palaus senyorials, mercats, antigues portes de la muralla medieval que segueixen sent testimonis de la vida quotidiana dels valencians, la Catedral, la Basílica de la Verge dels Desemparats, antigues esglésies fundacionals de la ciutat, vestigis d’un passat romà, monuments del nostre Segle d’Or i altres joies del nostre patrimoni cultural."
"Molt prop d’allí, en el Carrer Serrans, la Torre de Sant Bartolomé Apostol és l’únic vestigi que es conserva de l’església del mateix nom, una de les deu esglésies fundacionals de la ciutat després de la conquesta de Jaume I.","['-0.3769597,39.4772023,0']",Torres de Quart - Temple,Torre de Sant Bartolomé ,"Jardins del Reial<br><br><br><br>Passat i present es donen la mà en aquest recorregut que es planteja entre les Torres de Quart i el Palau del Temple.<br><br>El nostre itinerari transcorre principalment pel districte de Ciutat Vella, pel casc vell de València a través de barris com El Botànic, El Carme, La Seu i El Mercat.<br><br>Recorrerem algunes dels carrers més antics i amb més tradició de la ciutat, tindrem ocasió d’admirar restes de l’antiga muralla islàmica i de visitar algun dels monuments més emblemàtics per al poble valencià.<br><br>Palaus senyorials, mercats, antigues portes de la muralla medieval que segueixen sent testimonis de la vida quotidiana dels valencians, la Catedral, la Basílica de la Verge dels Desemparats, antigues esglésies fundacionals de la ciutat, vestigis d’un passat romà, monuments del nostre Segle d’Or i altres joies del nostre patrimoni cultural."
